HubID,CenterType,Latitude,Longitude,Status,HubName,hubzonename,cityname,statename,IsActive,pincode,AreaCode,country
2929,RSC,8.895,76.6673,Approved,MUKATHALA,South-2,MUKATHALA,KERALA,TRUE,691589,,India
6944,RSC,10.165655,76.201054,Approved,MUNAMBAM,South-2,NORTH PARAVOOR,KERALA,TRUE,683515,,India
6827,RSC,10.3366786,79.3828635,Approved,MUTHUPETTAI,South-2,ADIRAMAPATTINAM,TAMIL NADU,TRUE,614701,,India
5205,RSC,11.479962,75.779708,Approved,Naduvannur,South-2,KOZHIKODE,KERALA,TRUE,673614,,India
7128,RSC,11.20638327,75.81080882,Approved,NALLALAM,South-2,KOZHIKODE,KERALA,TRUE,673018,,India
3239,RSC,13.0407,80.0248,Approved,Narasingapuram,South-2,Narsingpuran TN,TAMIL NADU,TRUE,636108,,India
3629,RSC,13.3347,76.0798,Approved,Nerlige,South-2,NERLIGE,KARNATAKA,TRUE,577556,,India
4619,RSC,31.377535,75.651791,Approved,Jandu Singha,North,Jalandhar,PUNJAB,TRUE,144005,,India
3322,RSC,10.1655,77.8525,Approved,Nilakkottai,South-2,NILAKKOTTAI,TAMIL NADU,TRUE,624208,,India
3042,RSC,10.4897,77.7544,Approved,Oddanchatram,South-2,Dindugul,TAMIL NADU,TRUE,624619,,India
3121,RSC,10.630536,79.25552,Approved,ORATHANADU,South-2,ORATHANADU,TAMIL NADU,TRUE,614625,,India
2912,RSC,12.2986,78.0738,Approved,Palacode,South-2,Palacode,TAMIL NADU,TRUE,636808,,India
6628,RSC,9.199737,76.519236,Approved,Pallarimangalam,South-2,Mavelikera,KERALA,TRUE,690537,,India
5719,RSC,10.004167,76.386917,Approved,PALLIKKARA,South-2,Ernakulam,KERALA,TRUE,683565,,India
6837,RSC,31.699,76.732,Approved,Sayrighat,North,Kundaghat,HIMACHAL PRADESH,TRUE,173222,,India
6825,RSC,11.329033,77.707075,Approved,Pallipalayam,South-2,Erode,TAMIL NADU,TRUE,638011,,India
5412,RSC,12.31425,78.282167,Approved,Pannadhur,South-2,Krishnagiri,TAMIL NADU,TRUE,635123,,India
2934,RSC,11.820381,78.089119,Approved,Pannapatti,South-2,PANAPPATTI,TAMIL NADU,TRUE,636305,,India
2307,RSC,9.20495,78.29191,Approved,Paramakudi,South-2,Paramakudi,TAMIL NADU,TRUE,623707,RSC/Paramakudi,India
5749,RSC,31.81965,74.71231,Approved,Rajasansi PB,North,AJNALA,PUNJAB,TRUE,143102,,India
4149,RSC,11.1121,78.0039,Approved,Paramathivelur,South-2,PARAMATHIVELUR,TAMIL NADU,TRUE,638182,,India
5791,RSC,12.1516,78.11406,Approved,Periyampatti,South-2,Salem,TAMIL NADU,TRUE,635205,,India
6060,RSC,10.924653,78.403038,Approved,Perugamani,South-2,Karur,TAMIL NADU,TRUE,639120,,India
3992,RSC,9.8731,76.492,Approved,PIRAVOM,South-2,PIRAVOM,KERALA,TRUE,686664,,India
2353,RSC,10.7223,10.7223,Approved,Polpully,South-2,Polpully,KERALA,TRUE,678503,RSC/Polpully,India
4760,RSC,8.488,76.9809,Approved,Poojappura,South-2,Nedumangadu,KERALA,TRUE,695564,,India
7052,RSC,11.09321886,79.64113715,Approved,Poonthottam,South-2,MAYILADURAI,TAMIL NADU,TRUE,609001,,India
6204,RSC,10.059222,76.660139,Approved,POTHANICAD,South-2,KOTHAMANGALM,KERALA,TRUE,686671,,India
7269,RSC,11.2489,76.0508,Approved,PUTHALAM,South-2,AREECODE,KERALA,TRUE,673639,,India
6499,RSC,9.954199,77.098771,Approved,RAJAKKAD,South-2,Rajakkad,KERALA,TRUE,685566,,India
2308,RSC,12.522389,78.214583,Approved,Rayakottai,South-2,Rayakottai,TAMIL NADU,TRUE,635122,RSC/Rayakottai,India
4137,RSC,11.53184,79.04219,Approved,Rishivandhiyam,South-2,RISHIVANDHIYAM,TAMIL NADU,TRUE,606205,,India
7164,RSC,11.680528,78.131194,Approved,Sankarapuram,South-2,KALLAKURUCHI,TAMIL NADU,TRUE,606208,,India
4765,RSC,11.3286,77.7258,Approved,Solar,South-2,Erode,TAMIL NADU,TRUE,638002,,India
6903,RSC,11.360083,77.712528,Approved,Soolai Erode,South-2,Erode,TAMIL NADU,TRUE,638107,,India
3896,RSC,13.1887,77.7881,Approved,Sulibele,South-2,Sulibele,KARNATAKA,TRUE,562110,,India
2606,RSC,11.0254,77.1246,Approved,SULUR.,South-2,sulur,TAMIL NADU,TRUE,641062,,India
4159,RSC,12.0283,78.3053,Approved,Thalanatham,South-2,thalanatham,TAMIL NADU,TRUE,635302,,India
3356,RSC,9.7832,78.9182,Approved,Thiruvadanai,South-2,THIRUVADANAI,TAMIL NADU,TRUE,623403,,India
7283,RSC,9.7556926,76.3155157,Approved,THURAVOOR,South-2,Allapey,KERALA,TRUE,688532,,India
5705,RSC,14.625776,75.233361,Approved,Tilavalli,South-2,HANGAL,KARNATAKA,TRUE,577433,,India
4319,RSC,11.6774,79.2885,Approved,Ulundurpettai,South-2,ulundurpettai,TAMIL NADU,TRUE,606107,,India
5353,RSC,10.221849,78.371338,Approved,uppilipalayam,South-2,Salem,TAMIL NADU,TRUE,621206,,India
5732,RSC,10.49538,79.193184,Approved,Uranipuram,South-2,Trichy,TAMIL NADU,TRUE,622302,,India
2010,RSC,21,67,Approved,Vaikom1,South-2,Vaikom,KERALA,TRUE,686605,RSC/Vaikom1,India
4125,RSC,8.9566,76.8418,Approved,Valakom,South-2,VALAKOM,KERALA,TRUE,686661,,India
5536,RSC,10.57058,79.23114,Approved,Valangaiman,South-2,Kumbakonam,TAMIL NADU,TRUE,612001,,India
3627,RSC,11.4803,78.7349,Approved,Veeraganur,South-2,VEERAGANUR,TAMIL NADU,TRUE,636116,,India
2389,RSC,8.5642,77.0593,Approved,Vellanad,South-2,VELLANAD,KERALA,TRUE,695551,RSC/Vellanad,India
5673,RSC,10.004167,76.386917,Approved,VELLOOR,South-2,Kottayam,KERALA,TRUE,686609,,India
5619,RSC,8.36176,76.53542,Approved,VEMBAYAM,South-2,Trivandrum,KERALA,TRUE,695607,,India
5999,RSC,11.30231,79.05307,Approved,Veppur,South-2,Salem,TAMIL NADU,TRUE,606304,,India
4790,RSC,26.6861,83.0267,Approved,Vishwanathpur,South-2,DEVANAHALLI,KARNATAKA,TRUE,562110,,India
6883,RSC,10.047886,76.225578,Approved,Vyipin1,South-2,vypin,KERALA,TRUE,682505,,India
2527,RSC,13.5833,76.5402,Approved,Huliyar,South-2,HULIYAR,KARNATAKA,TRUE,572218,,India
5703,RSC,12.336583,76.447861,Approved,Bilikere,South-2,Hunsur,KARNATAKA,TRUE,571103,,India
6512,RSC,21.3448,76.81725,Approved,KADAGANCHI,South-2,Kalaburagi,KARNATAKA,TRUE,585367,,India
6914,RSC,9.100365,76.521463,Approved,Vavvakkavu,South-2,Karunagappally,KERALA,TRUE,691014,,India
7332,RSC,13.344728,79.093816,Approved,PUTHALAPATTU,South-1,Chittoor,ANDHRA PRADESH,TRUE,517124,,India
6493,RSC,18.193954,83.4459,Approved,RAVIKAMATHAM AP,South-1,WADDADI,ANDHRA PRADESH,TRUE,531025,,India
3706,RSC,0.01,0.001,Approved,SAMBEPALLI,South-1,SAMBEPALLI,ANDHRA PRADESH,TRUE,516215,,India
7194,RSC,15.168826,80.010417,Approved,ULAVAPADU,South-1,SINGARAYAKONDA,ANDHRA PRADESH,TRUE,523929,,India
4745,RSC,17.5756766,78.9429598,Approved,YADAGIRIGUTTA,South-1,Bhongir,TELANGANA,TRUE,508115,,India
5787,RSC,14.393611,76.044611,Approved,Anagodu,South-2,DAVANGERE,KARNATAKA,TRUE,577556,,India
3327,RSC,21.0787,86.358,Approved,Bonth,East,BONTH,Odisha,TRUE,756114,,India
2373,RSC,22.1005,84.5641,Approved,Rajgangpur,East,Rajgangpur,Odisha,TRUE,770017,RSC/Rajgangpur,India
5468,RSC,19.52695,83.502241,Approved,BISSAMCUTTACK,East,Bishama Katek,Odisha,TRUE,765019,,India
6891,RSC,31.8865398,76.9121997,Approved,Padhar,North,Joginder Nagar,HIMACHAL PRADESH,TRUE,175012,,India
6638,RSC,25.531969,82.873428,Approved,Babatpur,North,Babatpur,UTTAR PRADESH,TRUE,221206,,India
6712,RSC,31.3282,77.1658,Approved,Churag,North,Mandi,HIMACHAL PRADESH,TRUE,175010,,India
3748,SC,22.48852,88.30928,Approved,CCU/BLA - EHV,East,Kolkata,WEST BENGAL,TRUE,700034,CCU/BLA - EHV,India
2749,RSC,26.5353,89.2277,Approved,Falakata1,East,Falakata,WEST BENGAL,TRUE,735211,,India
5220,RSC,26.3862,88.3434,Approved,Chopra,East,Bidhannagar,WEST BENGAL,TRUE,733207,,India
4722,RSC,25.4828,87.9531,Approved,Tulshihata,East,Tulshihata,WEST BENGAL,TRUE,732140,,India
6426,SC,30.8838783,75.9052736,Approved,LUD/EHV,North,Ludhiana,PUNJAB,TRUE,141010,FPT,India
5472,RSC,22.2822,87.7271,Approved,Moyna,East,Moyna,WEST BENGAL,TRUE,721629,,India
6896,RSC,23.57905,48.019039,Approved,Banihal,North,Doda,JAMMU AND KASHMIR,TRUE,182146,,India
4085,RSC,23.2829,86.740665,Approved,Bishpuria,East,Bishpuria,WEST BENGAL,TRUE,219229,,India
2599,RSC,26.0989,88.0314,Approved,Chakulia Hat,East,Chakulia Hat,WEST BENGAL,TRUE,733208,,India
2580,RSC,26.5333,88.9222,Approved,Maynaguri,East,Maynaguri,WEST BENGAL,TRUE,735224,,India
6848,RSC,24.003,88.2364,Approved,Sargachi,East,Murshidabad,WEST BENGAL,TRUE,742134,,India
6805,RSC,27.05259,88.27717,Approved,Lebong,East,Darjeeling,WEST BENGAL,TRUE,734105,,India
4206,RSC,31.118317,77.360435,Approved,Theog,North,THEOG,HIMACHAL PRADESH,TRUE,171201,,India
6578,RSC,26.0644,89.5686,Approved,Bamanhat,East,Basanti,WEST BENGAL,TRUE,995920,,India
4196,RSC,31.4587827,74.8983171,Approved,Chabhal,North,Chabhal,PUNJAB,TRUE,143301,,India
6547,RSC,26.4268,89.2772,Approved,Ghoksadanga,East,Falakata,WEST BENGAL,TRUE,539153,,India
6479,RSC,24.7183,87.5594,Approved,Hiranpur,East,Hiranpur,JHARKHAND,TRUE,454161,,India
6418,RSC,25.202872,87.368489,Approved,Meharma,East,Godda,JHARKHAND,TRUE,665025,,India
6416,RSC,26.4947,89.3696,Approved,Sonapur1,East,SonapurWB,WEST BENGAL,TRUE,730259,,India
706,RSC,31.864464,74.955923,Approved,Fatehgarh Churiyan,North,Fatehgarh Churiyan,PUNJAB,TRUE,143602,RSC/Fatehgarh Churiyan,India
6281,RSC,26.9096,88.8071,Approved,Matelli,East,Jalpaiguri,WEST BENGAL,TRUE,121845,,India
6471,RSC,1.28944,103.849983,Approved,Tissa,North,CHAMBA,HIMACHAL PRADESH,TRUE,176316,,India
6264,RSC,27.1868,88.504,Approved,Majhitar,East,Rangpo,SIKKIM,TRUE,152020,,India
4021,RSC,31.68665,76.96965,Approved,Mandi City,North,Mandi City,HIMACHAL PRADESH,TRUE,175001,,India
5110,RSC,30.643711,76.723191,Approved,Manauli,North,MOHALI,PUNJAB,TRUE,140306,Manauli,India
6243,RSC,22.2155,88.571,Approved,Hingalganj,East,Hingalganj,WEST BENGAL,TRUE,521792,,India
6242,RSC,23.24,87.9715,Approved,Ataghar,East,Purba Bardhaman,WEST BENGAL,TRUE,118016,,India
6036,RSC,22.129551,87.066955,Approved,Nayagram,East,Jhargram,WEST BENGAL,TRUE,666716,,India
6024,RSC,27.243654,88.598688,Approved,Pakyong,East,Pakyong,SIKKIM,TRUE,993690,,India
2485,RSC,32.6752919,76.0424486,Approved,Sundla,North,sundla,HIMACHAL PRADESH,TRUE,176312,,India
6023,RSC,26.5353,89.2277,Approved,Madari Road 1,East,Falakata,WEST BENGAL,TRUE,994150,,India
5871,RSC,11.674,92.7257,Approved,Phoenix Bay,East,Port Blair,ANDAMAN AND NICOBAR,TRUE,373152,,India
5759,RSC,26.1461,88.0305,Approved,Panjipara,East,North Dinajpur,WEST BENGAL,TRUE,610240,,India
5752,RSC,22.2782,87.8687,Approved,Nimtouri 1,East,Tamluk,WEST BENGAL,TRUE,838958,,India
5462,RSC,23.1621989,88.2480957,Approved,Baidyapur,East,Purba Bardhaman,WEST BENGAL,TRUE,895800,,India
5450,RSC,27.6343,88.4016,Approved,Mangan SK,East,Mangan,SIKKIM,TRUE,338040,,India
4982,RSC,24.0051,87.5198,Approved,Mohammad Bazar 2,East,Mohammad Bazar,WEST BENGAL,TRUE,731127,,India
3832,RSC,22.0657,87.589,Approved,Patashpur,East,patashpur,WEST BENGAL,TRUE,721454,,India
3681,RSC,26.8056,88.2771,Approved,Garidhura,East,Garidhura,WEST BENGAL,TRUE,734225,,India
3362,RSC,23.382,87.2419,Approved,Barjora,East,BARJORA,WEST BENGAL,TRUE,722202,,India
3245,RSC,22.5493,88.1194,Approved,Amta,East,AMTA WB,WEST BENGAL,TRUE,711401,,India
3040,RSC,26.5424,88.6048,Approved,Belakoba,East,Jalpaiguri,WEST BENGAL,TRUE,735133,,India
2839,RSC,23.6721,87.5198,Approved,Illambazar,East,ILLAMBAZAR,WEST BENGAL,TRUE,731214,,India
2327,RSC,22.5281,87.8501,Approved,Daspur,East,Daspur,WEST BENGAL,TRUE,721153,RSC/Daspur,India
2326,RSC,23.0178,87.5297,Approved,Mirjapur,East,Mirzapur WB,WEST BENGAL,TRUE,722154,RSC/Mirjapur,India
2072,RSC,27.0611,88.2362,Approved,Darjeeling1,East,Darjeeling,WEST BENGAL,TRUE,734101,RSC/Darjeeling1,India
2053,RSC,24.1556,88.0705,Approved,NABAGRAM,East,Murshidabad,WEST BENGAL,TRUE,742184,RSC/NABAGRAM,India
1638,RSC,21.76,68.94,Approved,Kishanganj1,East,Kishanganj BIH,WEST BENGAL,TRUE,855107,RSC/Kishanganj1,India
1052,RSC,30.748882,80.843539,Approved,Hasimara,East,Hasimara,WEST BENGAL,TRUE,735215,RSC/Hasimara,India
532,RSC,23.705669,86.994662,Approved,RSC/Durgapur,East,DURGAPUR,WEST BENGAL,TRUE,713212,RSC/Durgapur,India
5884,RSC,27.301018,88.234636,Approved,Pelling,East,Geyzing,SIKKIM,TRUE,737113,,India
5120,RSC,26.6315,89.7568,Approved,Hatipotha,East,Hatipotha,WEST BENGAL,TRUE,736201,,India
350,SC,22.4633678,88.3804681,Approved,CCU/NDP,East,Kolkata,WEST BENGAL,TRUE,700047,CCU/NDP,India
96,SC,22.5866367,88.4351017,Approved,CCU/NOR,East,Kolkata,WEST BENGAL,TRUE,700102,CCU/NOR,India
230,SC,23.705689,86.981234,Approved,Asansol,East,Asansol,WEST BENGAL,TRUE,713302,ASA,India
348,SC,22.712804,88.47625,Approved,CCU/BST,East,Kolkata,WEST BENGAL,TRUE,700124,CCU/BST,India
353,SC,21.27,71.9,Approved,Burdwan,East,Burdwan,WEST BENGAL,TRUE,713101,BDN,India
1826,SC,22.1912122,88.1880833,Approved,DiamondHarbour,East,Diamond Harbour,WEST BENGAL,TRUE,743331,DHB,India
1844,SC,26.7256706,883878037,Approved,Siliguri2,East,SILIGURI,WEST BENGAL,TRUE,734004,SLG2,India
2142,SC,21,67,Approved,Canning,East,Canning,WEST BENGAL,TRUE,743329,CNGH,India
2137,SC,21,67,Approved,Kalna,East,Purba Bardhaman,WEST BENGAL,TRUE,713122,KALN,India
2138,SC,24.4533072,88.0390037,Approved,Jangipur,East,Murshidabad,WEST BENGAL,TRUE,742225,JNG,India
2141,SC,21,67,Approved,Kandi,East,Murshidabad,WEST BENGAL,TRUE,742138,ANDI,India
1956,SC,21,79,Approved,Rangpo,East,Rangpo,SIKKIM,TRUE,737132,RGP,India
2368,SC,23.6614446,87.6884298,Approved,Santiniketan,East,Birbhum,WEST BENGAL,TRUE,731204,SKN,India
2592,SC,23.434355,45.42424,Approved,CCU/CHM/WHS,East,CHACHAL,WEST BENGAL,TRUE,711114,CCU/CHM/WHS,India
3506,SC,27.04,88.26,Approved,Darjeeling2,East,Darjeeling,WEST BENGAL,TRUE,734101,DAR2,India
3516,SC,22.72,88.47,Approved,Barasat,East,Kolkata,WEST BENGAL,TRUE,700124,BSE,India
3749,SC,22.57,88.36,Approved,CCU/IB1-EHV,East,Kolkata,WEST BENGAL,TRUE,700105,DHA1,India
3685,RSC,22.332,87.8844,Approved,Netaji nagar,East,Netajinagar,WEST BENGAL,TRUE,721649,,India
3935,SC,22.59,88.26,Approved,Howrah-EHV,East,HOWRAH,WEST BENGAL,TRUE,711104,HWRH,India
3934,SC,22.86,88.36,Approved,Chandannagar-EHV,East,Chandannagar,WEST BENGAL,TRUE,712101,CDNN,India
4691,SC,22.49,88.41,Approved,CCU/MKD-TML,East,Kolkata,WEST BENGAL,TRUE,700099,CCU/MKD-TML,India
4819,SC,22.49,88.38,Approved,SOUTH KOL EHV-TML,East,Kolkata,WEST BENGAL,TRUE,700075,KEHV,India
5039,SC,22.59,88.41,Approved,North Kol EHV-TML,East,Kolkata,WEST BENGAL,TRUE,700052,NOML,India
4987,SC,22.54,88.37,Approved,CCU/TLJ-TML,East,Kolkata,WEST BENGAL,TRUE,700046,CCU/TLJ-TML,India
4937,SC,22.63,88.41,Approved,DDM-TML,East,Kolkata,WEST BENGAL,TRUE,700028,DMTM,India
5180,SC,22.592561,88.410014,Approved,GirishPark-TML,East,Kolkata,WEST BENGAL,TRUE,700007,GPTM,India
5347,SC,22.7094338,88.4854052,Approved,CCU/KDP-TML,East,Kolkata,WEST BENGAL,TRUE,700023,CCU/KDP-TML,India
6952,SC,22.54266,88.41712,Approved,CCU/IB1-ICT,East,Kolkata,WEST BENGAL,TRUE,700105,CCU/IB1-ICT,India
4644,Terminal,22.47,88.37,Approved,CCU/RMG-TML,East,Kolkata,WEST BENGAL,TRUE,700047,CCU/RMG-TML,India
4935,Terminal,22.31,88.23,Approved,Picnic Garden-TML,East,Kolkata,WEST BENGAL,TRUE,700039,PCGA,India
6069,SC,22.7094338,88.4854052,Approved,Khidirpur-TML,East,Kolkata,WEST BENGAL,TRUE,700023,KHID,India
1903,SC,23.2621764,88.4369519,Approved,Santipur,East,Nadia,WEST BENGAL,TRUE,741404,STB,India
3747,SC,22.57,88.36,Approved,CCU/DDM - EHV,East,Kolkata,WEST BENGAL,TRUE,700080,CCU/DDM - EHV,India
6046,SC,22.7094338,88.4854052,Approved,CCU/Kakurgachi-TML,East,Kolkata,WEST BENGAL,TRUE,700054,CCU/Kakurgachi-TML,India
6312,SC,22.588665,88.3632436,Approved,CCU/GPK-TML,East,Kolkata,WEST BENGAL,TRUE,700006,CCU/GPK-TML,India
5258,SC,22.7094338,88.4854052,Approved,Duttapukur-TML,East,Barasat,WEST BENGAL,TRUE,743248,DUTL,India
5244,SC,22.5248336,88.3636005,Approved,CCU/BALLYGUNGE-TML,East,Kolkata,WEST BENGAL,TRUE,700019,CCU/BALLYGUNGE-TML,India
5148,SC,22.592561,88.410014,Approved,Nimta-TML,East,Kolkata,WEST BENGAL,TRUE,700049,NIML,India
5138,SC,22.487705,88.3870647,Approved,CCU/SANTOSHPUR-TML,East,Kolkata,WEST BENGAL,TRUE,700075,CCU/SANTOSHPUR-TML,India
4936,SC,22.69,88.45,Approved,Madhyamgram-TML,East,Kolkata,WEST BENGAL,TRUE,700130,MDML,India
4873,SC,22.54,88.28,Approved,BATA/METIABRUZ-TML,East,BATANAGAR,WEST BENGAL,TRUE,700024,BATA/METIABRUZ-TML,India
4685,SC,22.61,88.45,Approved,CCU/Noapara-TML,East,Kolkata,WEST BENGAL,TRUE,700157,CCU/Noapara-TML,India
6635,RSC,27.4187,75.0845,Approved,Patoda RJ,North,Patoda RJ,RAJASTHAN,TRUE,332023,,India
6787,RSC,24.3658,76.3,Approved,Ratlai,North,Ratlai,RAJASTHAN,TRUE,326022,,India
6297,RSC,25.3007,72.383072,Approved,Sayla RJ,North,Sayla,RAJASTHAN,TRUE,343022,,India
1790,Hub,26.821045,75.7996,Approved,JAI/APT,North,Jaipur,RAJASTHAN,TRUE,302013,SAR,India
2001,Hub,23,79,Approved,HYD/GHS,South-1,Hyderabad,HARYANA,TRUE,111111,HYD/GHS,India
2272,Hub,23.434355,45.42424,Approved,HYD/DMG,South-1,Hyderabad,TELANGANA,TRUE,556661,HYD/DMG,India
2411,Transportation-H,26.14,91.73,Approved,GAU/HV1,North East,Guwahati,ASSAM,TRUE,781035,GAU/HV1,India
7191,Hub,24.051855,92.199734,Approved,TRP/KNC,North East,Kanchanpur,TRIPURA,TRUE,799270,TRP/KNC,India
9363,HO/RO,12.91965427,77.49966145,Approved,PNQ/DummyTest11,West,PUNE,MAHARASHTRA,TRUE,999002,PNQ/DummyTest11,India
9791,Terminal,12.91530402,77.51386642,Approved,DummyTestIsNDRFlag,West,PUNE,MAHARASHTRA,TRUE,999002,DummyTestIsNDRFlag,India
9784,RSC,27.1619908,94.8901674,Approved,HAL/NAK/LM1,North East,Moran,ASSAM,TRUE,785675,Nakful,India
1745,SC,20.297915,85.8520218,Approved,BBN/MIE,East,Bhubaneswar,Odisha,TRUE,751025,BBN/MIE,India
602,SC,22.563599,88.4002489,Approved,CCU/SAL,East,Kolkata,WEST BENGAL,TRUE,700010,CCU/SAL,India
