HubID,CenterType,Latitude,Longitude,Status,HubName,hubzonename,cityname,statename,IsActive,pincode,AreaCode,country
681,SC,28.13763491,77.32251998,Approved,Palwal,North,Delhi NCR,HARYANA,TRUE,121102,PLW,India
6674,RSC,22.3601326,71.2053343,Approved,Kuvadva,West,Rajkot,GUJARAT,TRUE,360023,KUA,India
10021,RSC,21.28858745,72.95008162,Approved,SRT/MPE/LM1,West,Jamnagar,GUJARAT,TRUE,394150,Madina Palace,India
6812,SC,28.685956,77.026018,Approved,DEL/MKA,North,Delhi NCR,DELHI,TRUE,110041,DEL/MKA,India
6008,RSC,18.782443,77.71229,Approved,Atkali,West,Bhiloli,MAHARASHTRA,TRUE,431710,ATI,India
10001,RSC,17.19879,82.317514,Approved,AVV/NEL/LM1,South-1,ANNAVARAM,ANDHRA PRADESH,TRUE,533449,Nellipudi,India
1303,RSC,23.0993,77.5115,Approved,Mandideep,Central,Mandideep,MADHYA PRADESH,TRUE,462046,RSC/Mandideep,India
1481,RSC,21.76,68.94,Approved,Akot,Central,Akot,MAHARASHTRA,TRUE,444101,RSC/Akot,India
4878,RSC,17.1720166,78.648678,Approved,IBRAHIMPATNAM,South-1,IBRAHIMPATNAM,TELANGANA,TRUE,501506,,India
6109,RSC,16.0443,78.5503,Approved,SRISAILAM,South-1,SRISAILAM,ANDHRA PRADESH,TRUE,518101,SRISAILAM,India
614,SC,18.544609,73.91059,Approved,PNQ/Dummy,West,PUNE,MAHARASHTRA,TRUE,999002,PNQ/Dummy,India
969,RSC,23.52511,77.808136,Approved,Vidisha,Central,VIDISHA,MADHYA PRADESH,TRUE,464001,RSC/Vidisha,India
3439,RSC,22.924181,78.7777,Approved,Gadarwara,Central,GADARWARA,MADHYA PRADESH,TRUE,487551,HWD,India
6427,RSC,23.6727,78.1222,Approved,Gyaraspur,Central,Gyaraspur,MADHYA PRADESH,TRUE,464331,,India
1958,RSC,22.7550888,78.3413599,Approved,Pipariya1,Central,Pipariya,MADHYA PRADESH,TRUE,461775,RSC/Pipariya1,India
1601,RSC,21.76,68.94,Approved,Shivpuri,Central,SHIVPURI,MADHYA PRADESH,TRUE,473995,RSC/Shivpuri,India
3605,RSC,23.604341,74.942772,Approved,Piploda,Central,PIPLODA,MADHYA PRADESH,TRUE,457331,SAA,India
1614,RSC,21.76,71.67,Approved,Damoh,Central,Damoh,MADHYA PRADESH,TRUE,470661,RSC/Damoh,India
516,SC,23.434355,45.42424,Approved,DummyHUB,East,Kolkata,WEST BENGAL,TRUE,999001,DMH,India
719,RSC,14.550632,77.108718,Approved,Kalyanadurgam,South-1,Kalyanadurgam,ANDHRA PRADESH,TRUE,515761,RSC/Kalyanadurgam,India
9746,SC,18.53878024,73.87271567,Approved,DummyTrackon02,West,PUNE,MAHARASHTRA,TRUE,999002,Dummy,India
10000,RTO,28.477997,76.909159,Approved,DEL/GGN/RT1,North,Delhi NCR,DELHI,TRUE,122505,Gurugram,India
10007,Hub PC,28.385495,76.710185,Approved,DEL/LUH/PC1,North,Jhajjar,HARYANA,TRUE,124108,Luhari,India
9945,RTO,28.6782725,77.340085,Approved,DEL/GZB/RT1,North,Delhi NCR,DELHI,TRUE,201001,Ghaziabad,India
9937,Hub PC,19.1949213,77.2788085,Approved,NED/BES/PC1,West,Nanded,MAHARASHTRA,TRUE,431605,Bharat e square,India
9936,Hub PC,21.180921,72.8335371,Approved,SRT/ADC/FM1,West,Surat,GUJARAT,TRUE,395002,ADC,India
9919,Hub PC,21.1898342,72.8741301,Approved,SRT/SRL/FM1,West,Surat,GUJARAT,TRUE,395010,Surat,India
9916,Hub PC,21.1942354,72.878036,Approved,SRT/PNG/FM1,West,Surat,GUJARAT,TRUE,395010,Punagam,India
9915,Hub PC,21.1853083,72.84287,Approved,SRT/RGR/FM1,West,Surat,GUJARAT,TRUE,395002,RGR,India
9910,Hub PC,25.2500306,82.927996,Approved,VNS/VGS/FM1,North,VARANASI,UTTAR PRADESH,TRUE,221011,Vill Ghusipur,India
9906,Hub PC,26.2218467,73.0048433,Approved,JOD/BAS/FM1,North,Jodhpur,RAJASTHAN,TRUE,342001,Basni,India
9901,Hub PC,27.1816917,78.3920033,Approved,FRO/KKT/FM1,North,Firozabad,UTTAR PRADESH,TRUE,283203,Kakrau Koti,India
9900,Hub PC,28.678955,77.015225,Approved,DEL/MDK/FM1,North,Delhi NCR,DELHI,TRUE,110041,Mundka,India
9897,Hub PC,21.0849915,72.9032296,Approved,SRT/SCN/FM1,West,Surat,GUJARAT,TRUE,394230,Sachin,India
9848,SC,28.70381,77.2675633,Approved,DEL/EDL/RT1,North,Delhi NCR,DELHI,TRUE,110053,Yamuna Vihar,India
9838,Hub PC,28.5300333,77.0897683,Approved,DEL/PC2,North,Delhi NCR,DELHI,TRUE,110037,New Delhi,India
9835,SC,12.9893483,77.7224517,Approved,BLR/HOD/IPC,South-2,BANGALORE,KARNATAKA,TRUE,560048,Hoodi,India
9829,SC,12.9226934,80.0977711,Approved,MAA/TMB/IPC,South-2,Chennai,TAMIL NADU,TRUE,600045,TAMBARAM,India
9827,SC,22.73015,72.64407167,Approved,AMD/KHE/FC1,West,Jamnagar,GUJARAT,TRUE,387560,Kheda,India
9797,SC,28.5961175,77.4030608,Approved,NDA/PNA/RT1,North,Delhi NCR,DELHI,TRUE,201307,Parthala Noida,India
9511,SC,28.4392548,77.5422183,Approved,DEL/KSN/LM1,North,Delhi NCR,DELHI,TRUE,201312,Kasna,India
9477,SC,19.2910497,72.8787223,Approved,BOM/MIR/LM1,West,Thane,MAHARASHTRA,TRUE,401107,Mira Rd East,India
9413,SC,31.3722383,76.7481017,Approved,BLP/BLP/LM1,North,Ghumarwin,HIMACHAL PRADESH,TRUE,174021,Bilaspur,India
9369,Hub PC,12.347615,76.5964767,Approved,RTO/MYS/FM1,South-2,Mysore,KARNATAKA,TRUE,570018,Hebbal industrial area,India
9307,SC,17.4112638,78.4251256,Approved,HYD/BJH/LM1,South-1,Hyderabad,TELANGANA,TRUE,500034,Banjarahills,India
9105,Hub LH,32.2639855,75.6641282,Approved,PTK/HUB,North,Taragarh,PUNJAB,TRUE,145001,PTK/HUB,India
9039,SC,13.0259515,77.6498218,Approved,BLR/KYN-SVC,South-2,BANGALORE,KARNATAKA,TRUE,560043,BLR/KYN-SVC,India
9019,SC,22.9667863,72.5878062,Approved,AMD/ISP1,West,Ahmedabad,GUJARAT,TRUE,382405,SHL,India
7270,SC,28.7472967,77.7739833,Approved,Hapur SVC,North,Hapur,UTTAR PRADESH,TRUE,245101,HPRC,India
7242,SC,19.4066531,72.823724,Approved,BOM/Vasai,West,Palghar,MAHARASHTRA,TRUE,401209,VAI,India
7134,SC,24.6077112,73.7071045,Approved,Udaipur-1,North,Udaipur,RAJASTHAN,TRUE,313001,UDPU,India
7070,Hub,22.5435422,88.4174086,Approved,CCU/FM1,East,Kolkata,WEST BENGAL,TRUE,700105,DHA2,India
6976,SC,28.9487083,77.67678,Approved,MRT/PCK,North,Meerut,UTTAR PRADESH,TRUE,250002,RPM,India
6973,Hub PC,17.2431188,80.1495679,Approved,KMM/HUB,South-1,Khammam,TELANGANA,TRUE,507002,TMD,India
6886,Hub PC,31.6146,74.9194251,Approved,ATQ/HUB,North,AMRITSAR,PUNJAB,TRUE,143006,HCY,India
6852,Hub,19.1196479,72.8589551,Approved,BOM/APT,West,Mumbai,MAHARASHTRA,TRUE,400093,ANI6,India
6804,SC,28.5958951,77.4027723,Approved,Noida/PAL,North,Delhi NCR,DELHI,TRUE,201307,Noida/PAL,India
6120,SC,28.4334223,77.0794849,Approved,DEL/WZB,North,Delhi NCR,DELHI,TRUE,122003,DEL/WZB,India
4995,SC,28.7664558,77.2827093,Approved,RTO/JHM,North,Delhi NCR,DELHI,TRUE,201005,SNR,India
2265,RSC,11.6542278,92.7363634,Approved,Port Blair,East,Port Blair,ANDAMAN AND NICOBAR,TRUE,744101,RSC/Port Blair,India
2233,SC,27.5232383,95.32468,Approved,TINSUKIA,North East,Tinsukia,ASSAM,TRUE,786192,TKA,India
1374,Hub,22.3342264,70.8474045,Approved,RKT/HUB,West,Rajkot,GUJARAT,TRUE,360003,RTR,India
306,Hub,13.1413626,77.8336841,Approved,RTO/FC1,South-2,BANGALORE,KARNATAKA,TRUE,561000,HOE,India
31,SC,30.691925,76.8308826,Approved,Chandigarh,North,Chandigarh,CHANDIGARH,TRUE,160002,RAA1,India
2,Hub,18.7443534,73.790224,Approved,PNQ/CHK,West,PUNE,MAHARASHTRA,TRUE,410501,CHN2,India
4921,SC,26.0817828,91.4710648,Approved,BIJAYNAGAR,North East,Bijaynagar,ASSAM,TRUE,781122,BJYN,India
4925,Hub,17.3816567,78.4314133,Approved,PCK/SPT,South-1,Hyderabad,TELANGANA,TRUE,500089,SHT,India
4592,Hub PC,29.1733438,75.7254605,Approved,PCK/HISSAR,North,Hissar,HARYANA,TRUE,125001,MRD,India
5916,Terminal,18.5265865,73.9096131,Approved,PNQ/MUN-TML,West,PUNE,MAHARASHTRA,TRUE,411036,PNQ/MUN-TML,India
5796,SC,23.1433133,83.16856,Approved,AMBKP/AMBIKAPUR,Central,Ambikapur,CHHATTISGARH,TRUE,497001,BCK,India
5565,RSC,23.8936018,72.6162452,Approved,Kheralu,West,Vadnagar,GUJARAT,TRUE,384325,,India
5399,SC,30.6567747,76.8125304,Approved,Zirakpur,North,MOHALI,CHANDIGARH,TRUE,140603,ZRKA,India
5340,Hub,27.2016535,78.0586445,Approved,AGR/HUB,North,Agra,UTTAR PRADESH,TRUE,282006,ETR1,India
5341,Hub,26.8469245,75.6366728,Approved,RTO/RJT,North,Jaipur,RAJASTHAN,TRUE,302000,SAA,India
5242,Hub,26.0964093,91.5846828,Approved,GAU/PC1,North East,Guwahati,ASSAM,TRUE,781131,AZA,India
5197,SC,29.0037255,77.7637375,Approved,MRT/GNG,North,Meerut,UTTAR PRADESH,TRUE,250001,MRT/GNG,India
5154,SC,18.9831615,73.1001732,Approved,NBM/PNV,West,Navi Mumbai,MAHARASHTRA,TRUE,410206,PAL,India
4996,Hub,28.6790307,77.0165693,Approved,RTO/MDK,North,Delhi NCR,DELHI,TRUE,110041,MAI2,India
4874,Terminal,12.9044273,77.6259634,Approved,BLR/BMN-TML,South-2,BANGALORE,KARNATAKA,TRUE,560068,BLR/BMN-TML,India
4871,Terminal,13.0211967,77.6921283,Approved,BLR/TKR-TML,South-2,BANGALORE,KARNATAKA,TRUE,560036,BLR/TKR-TML,India
4756,Hub PC,24.5317436,73.6825965,Approved,UDI/HUB,North,Udaipur,RAJASTHAN,TRUE,313004,NVR1,India
4757,Hub PC,14.6991329,77.6083605,Approved,ANP/HUB,South-1,ANANTAPUR,ANDHRA PRADESH,TRUE,515004,KNR,India
4728,Terminal,12.9047167,80.1932602,Approved,MAA/MAD-TML,South-2,Chennai,TAMIL NADU,TRUE,600016,MAA/MAD-TML,India
4578,SC,26.8583761,80.9634329,Approved,LKO/HZG,North,Lucknow,UTTAR PRADESH,TRUE,226001,LKO/HZG,India
4583,Terminal,22.7626099,88.3052667,Approved,HWH/MDN-TML,East,HOWRAH,WEST BENGAL,TRUE,119630,HWH/MDN-TML,India
4580,Hub,21.1531095,72.8425053,Approved,RTO/UDN,West,Surat,GUJARAT,TRUE,395017,UDA2,India
4455,Terminal,12.9744582,77.5238567,Approved,BLR/MCL-TML,South-2,BANGALORE,KARNATAKA,TRUE,560040,BLR/MCL - TML,India
4302,Hub,22.7623094,88.3051931,Approved,CCU/PC2,East,Hooghly,WEST BENGAL,TRUE,712204,CC2,India
4257,Hub,25.5609298,81.7582137,Approved,ALD/LH1,North,Allahabad,UTTAR PRADESH,TRUE,229412,NAJ,India
4115,Hub,26.7467167,83.2480717,Approved,GKP/LH1,North,Gorakhpur,UTTAR PRADESH,TRUE,273209,KAR,India
3037,Hub PC,13.0636009,80.1007671,Approved,MAA/PC1,South-2,Chennai,TAMIL NADU,TRUE,600072,TAI,India
3752,Hub,21.46851,86.8828283,Approved,Balasore Hub,East,Balasore,Odisha,TRUE,756056,KCA,India
3751,Hub,19.3021283,84.781825,Approved,Berhampur HUB,East,Berhampur,Odisha,TRUE,760000,ARD,India
3727,Hub,23.4981835,87.3393943,Approved,DGR/HUB,East,DURGAPUR,WEST BENGAL,TRUE,713000,ACR,India
3433,Hub,22.5438817,88.4171633,Approved,CCU/IB2,East,Kolkata,WEST BENGAL,TRUE,700132,DOA,India
3223,Hub,21.0854283,72.9036583,Approved,SRT/PC2,West,Surat,GUJARAT,TRUE,394325,HAA,India
3225,Hub PC,21.085586,72.905036,Approved,SRT/PC3,West,Surat,GUJARAT,TRUE,394220,SRT/PC3,India
3208,RSC,28.5560455,77.4653001,Approved,DEL/GNA1,North,Delhi NCR,DELHI,TRUE,201305,GNA,India
3112,Hub PC,13.0521033,77.4589583,Approved,RTO/TUM,South-2,BANGALORE,KARNATAKA,TRUE,561000,HOE,India
2950,Hub,25.2499667,82.927715,Approved,VNS/LH1,North,VARANASI,UTTAR PRADESH,TRUE,221011,BAN,India
2919,RSC,26.8590208,80.8732381,Approved,LKO/CHK,North,Lucknow,UTTAR PRADESH,TRUE,226003,,India
2735,Hub,31.33071,75.6144017,Approved,JLD/HUB,North,Jalandhar,PUNJAB,TRUE,144009,GRD,India
2635,Hub PC,30.4415033,76.73377,Approved,AMB/HUB,North,AMBALA,HARYANA,TRUE,133102,RAA,India
2620,Hub PC,26.0824615,85.407908,Approved,MFP/HUB,East,Muzaffarpur,BIHAR,TRUE,842001,SHR,India
2459,Hub,25.007953,88.1576445,Approved,MLD/HUB,East,Malda,WEST BENGAL,TRUE,732142,TAA,India
2322,Hub,30.883983,75.9053004,Approved,LUD/RTO,North,Ludhiana,PUNJAB,TRUE,141010,FPT1,India
2323,Hub,26.7774079,80.8628997,Approved,UPH/RTO,North,Lucknow,UTTAR PRADESH,TRUE,226008,SNR,India
2321,SC,22.778565,86.2232149,Approved,JMD/GMR,East,Jamshedpur,JHARKHAND,TRUE,831003,JMD2,India
2270,SC,28.731235,77.3275533,Approved,DEL/SLG,North,Delhi NCR,DELHI,TRUE,201102,DEL/SLG,India
2160,Hub,21.6051469,73.0361629,Approved,SRT/PC1,West,Surat,GUJARAT,TRUE,395004,SRT/PC1,India
2107,SC,29.4731471,77.7370492,Approved,Muzaffarnagar,North,Muzaffarnagar,UTTAR PRADESH,TRUE,251001,MZFN,India
2070,Hub PC,12.8725798,74.8840395,Approved,MLR/HUB,South-2,Mangalore,KARNATAKA,TRUE,575013,PAL,India
2069,Hub PC,13.0135899,76.1315313,Approved,HAS/HUB,South-2,Hassan,KARNATAKA,TRUE,573201,B.I,India
2052,Hub,30.2383443,74.9150325,Approved,Bathinda/HUB,North,Bhatinda,PUNJAB,TRUE,151001,KNR,India
2047,SC,30.7587783,76.6470183,Approved,Kharar,North,MOHALI,CHANDIGARH,TRUE,140301,KHR,India
367,SC,28.8008024,76.1272002,Approved,BHIWANI,North,Bhiwani,HARYANA,TRUE,127021,BWN,India
150,SC,29.97844833,76.85456833,Approved,KURUKSHETRA,North,KURUKSHETRA,HARYANA,TRUE,136118,KRA,India
1954,SC,25.7744961,87.4734965,Approved,Purnia,East,Purnia,BIHAR,TRUE,854301,PRNA,India
1949,Hub,16.7596522,74.2829376,Approved,KHL/HUB,West,Kolhapur,MAHARASHTRA,TRUE,416122,NPA,India
1912,Hub,28.5904013,77.3252812,Approved,RTO/Noida,North,Delhi NCR,DELHI,TRUE,110096,NOA,India
1879,SC,24.0058317,85.3778667,Approved,Hazaribagh,East,Hazaribagh,JHARKHAND,TRUE,825301,HZD,India
1837,SC,28.4061937,76.9794296,Approved,manesar1,North,Delhi NCR,DELHI,TRUE,122001,mane,India
1835,Hub,22.8406104,86.2220106,Approved,JMD/HUB,East,Jamshedpur,JHARKHAND,TRUE,831012,MAO1,India
1822,Hub PC,14.4580233,75.9381567,Approved,DVG/HUB,South-2,DAVANGERE,KARNATAKA,TRUE,577003,AYD,India
1773,SC,19.0226983,73.02452,Approved,NBM/NRL,West,Navi Mumbai,MAHARASHTRA,TRUE,400706,NEL1,India
1739,Hub PC,15.5188316,80.0408307,Approved,Ongole/Hub,South-1,Ongole,ANDHRA PRADESH,TRUE,523002,VCY,India
1737,SC,22.2555461,70.7957713,Approved,Rajkot/OMN,West,Rajkot,GUJARAT,TRUE,360004,RAN,India
1718,SC,28.5057881,77.4670076,Approved,DEL/GNA,North,Delhi NCR,DELHI,TRUE,201308,DEL/GNA,India
1711,SC,19.975745,73.7516717,Approved,NSK/CIDKO,West,Nashik,MAHARASHTRA,TRUE,422009,CIO,India
1698,Hub PC,18.6933164,78.1147429,Approved,NZB/HUB,South-1,Nizamabad,TELANGANA,TRUE,503001,VNR,India
1634,SC,28.5345712,77.2219142,Approved,DEL/SPJ,North,New Delhi,DELHI,TRUE,110017,DEL/SPJ,India
1602,Hub PC,28.6547039,77.324498,Approved,DEL/SHB,North,Delhi NCR,DELHI,TRUE,201010,SAD,India
1566,SC,22.2838218,73.167033,Approved,Vadodara/AKT,West,VADODARA,GUJARAT,TRUE,390020,VAT,India
1514,Hub,17.5813083,78.5147376,Approved,HYD/PC1,South-1,Hyderabad,TELANGANA,TRUE,510000,MUD,India
1511,Hub PC,24.7468467,93.9338667,Approved,Imphal,North East,Imphal,MANIPUR,TRUE,795001,IMPH,India
1502,SC,28.6082817,76.99685,Approved,DEL/NFG,North,Delhi NCR,DELHI,TRUE,110043,DEL/NFG,India
901,SC,25.4858685,78.5597327,Approved,Jhansi,North,Jhansi,UTTAR PRADESH,TRUE,284003,JNS,India
1442,SC,28.4042977,77.3049532,Approved,FBD/NIT,North,Delhi NCR,DELHI,TRUE,121001,FBD/NIT,India
1447,SC,30.774667,76.7938002,Approved,CAR/NGN,North,MOHALI,CHANDIGARH,TRUE,160103,CAR/NGN,India
1407,SC,26.1440383,91.8155436,Approved,GAU/SML,North East,Guwahati,ASSAM,TRUE,781022,GAU/SML,India
1404,Hub PC,16.9937672,81.8042434,Approved,RJM/HUB,South-1,Rajahmundry,ANDHRA PRADESH,TRUE,533103,VEI,India
1403,Hub PC,15.847695,78.0051567,Approved,KNL/HUB,South-1,KURNOOL,ANDHRA PRADESH,TRUE,518001,SNR,India
405,SC,29.2021402,79.4885921,Approved,Haldwani,North,Haldwani,UTTARAKHAND,TRUE,263139,HWN,India
362,SC,27.6132511,75.1788393,Approved,SIKAR,North,Sikar,RAJASTHAN,TRUE,332001,SKR,India
228,SC,27.8651549,78.1226318,Approved,ALIGARH,North,Aligarh,UTTAR PRADESH,TRUE,202002,ALG,India
195,SC,29.9383929,77.5298776,Approved,SAHARANPUR,North,SAHARANPUR,UTTAR PRADESH,TRUE,247001,SRN,India
1285,Hub PC,32.6762601,74.8714399,Approved,JMU/UNJ,North,Jammu,JAMMU AND KASHMIR,TRUE,180011,JMU/UNJ,India
135,SC,29.7125536,77.0058938,Approved,KARNAL,North,Karnal,HARYANA,TRUE,132001,KRN,India
1266,SC,10.9991312,75.99008942,Approved,Tirur,South-2,Tirur,KERALA,TRUE,676101,TIR,India
1213,SC,12.9107197,79.3227347,Approved,Ranipet,South-2,Ranipet,TAMIL NADU,TRUE,632401,RNP,India
1210,Hub,19.8807833,75.2101899,Approved,AUR/HUB,West,CHHATRAPATI SAMBHAJINAGAR,MAHARASHTRA,TRUE,431033,WAJ,India
1201,Hub PC,15.3144901,75.1464681,Approved,HBL/HUB,South-2,Hubli,KARNATAKA,TRUE,580028,GAR1,India
1161,Hub,22.7630933,88.3048683,Approved,CCU/PC1,East,Kolkata,WEST BENGAL,TRUE,712223,SEE,India
1144,Hub PC,23.2337591,79.8922186,Approved,JBL/HUB,Central,Jabalpur,MADHYA PRADESH,TRUE,482002,KAI,India
1135,Hub PC,23.2521694,77.5325493,Approved,BHO/HUB,Central,Bhopal,MADHYA PRADESH,TRUE,462022,CAR,India
1077,Hub,11.6351409,78.1227487,Approved,SAL/HUB,South-2,Salem,TAMIL NADU,TRUE,636005,KOI,India
1053,SC,28.3283773,77.3338112,Approved,Ballabgarh,North,Delhi NCR,DELHI,TRUE,121004,BGB,India
1049,Hub PC,13.6119167,79.39864,Approved,TPT/HUB,South-1,Tirupati,ANDHRA PRADESH,TRUE,517520,REA,India
1048,Hub PC,17.69536,83.19249,Approved,VPT/HUB,South-1,Visakhapatnam,ANDHRA PRADESH,TRUE,530049,AUR,India
851,SC,28.6074128,77.0818113,Approved,DEL/PLM,North,New Delhi,DELHI,TRUE,110045,DEL/PLM,India
793,SC,28.6780168,77.422103,Approved,DEL/ANG,North,Delhi NCR,DELHI,TRUE,201001,DEL/ANG,India
762,Hub PC,15.3651733,73.9482469,Approved,PNJ/HUB,West,Porvorim,GOA,TRUE,403722,VIE,India
759,SC,28.4782826,77.1005407,Approved,DEL/DLF,North,Delhi NCR,DELHI,TRUE,122002,DEL/DLF,India
680,Hub PC,18.744365,73.7904667,Approved,CHK/RTO,West,PUNE,MAHARASHTRA,TRUE,410501,CHN2,India
682,SC,31.6542229,76.9452264,Approved,Mandi,North,Mandi,HIMACHAL PRADESH,TRUE,175021,MND,India
672,SC,19.2530151,72.8671638,Approved,BOM/DSR,West,Mumbai,MAHARASHTRA,TRUE,400067,DAA1,India
1774,SC,19.1543537,72.9349775,Approved,BOM/BDP,West,Thane,MAHARASHTRA,TRUE,400078,BHP,India
1743,SC,18.6654235,73.7971832,Approved,PNQ/NGD,West,PUNE,MAHARASHTRA,TRUE,411044,SNR,India
1693,SC,21.7625343,72.1526688,Approved,Bhavnagar,West,BHAVNAGAR,GUJARAT,TRUE,364001,GCE,India
2068,Hub,9.9858667,78.1008583,Approved,MAD/HUB,South-2,Madurai,TAMIL NADU,TRUE,625018,PAM,India
573,SC,20.9954256,75.5877511,Approved,Jalgaon,West,Jalgaon,MAHARASHTRA,TRUE,425003,JLG,India
545,Hub,11.0940223,77.3085158,Approved,TRP/HUB,South-2,Tirupur,TAMIL NADU,TRUE,641603,ANM,India
354,Hub PC,16.5631986,80.6770646,Approved,VIJ/HUB,South-1,Vijayawada,ANDHRA PRADESH,TRUE,521104,NIU,India
346,SC,19.13599,72.99731,Approved,NBM/GHN,West,Navi Mumbai,MAHARASHTRA,TRUE,400701,GHI1,India
6444,Hub PC,22.9738213,72.5827163,Approved,NRL/AMD,West,Ahmedabad,GUJARAT,TRUE,382405,NAL,India
712,Hub,26.6664748,88.4732505,Approved,SLG/HUB,East,SILIGURI,WEST BENGAL,TRUE,735135,SAI1,India
673,Hub,21.2348195,81.5797208,Approved,RAIPUR/HUB,Central,Raipur,CHHATTISGARH,TRUE,492099,RPR/HUB,India
433,Hub,22.6477569,88.4395145,Approved,CCU/APT,East,Kolkata,WEST BENGAL,TRUE,700000,DDM,India
430,Hub PC,22.7631713,88.3057384,Approved,CCU/RTO,East,Kolkata,WEST BENGAL,TRUE,712223,SEE,India
212,Hub PC,18.5794478,73.8979972,Approved,PNQ/HUB,West,PUNE,MAHARASHTRA,TRUE,411032,VII2,India
49,Hub PC,21.1365377,78.9038604,Approved,NGP/HUB,Central,Nagpur,MAHARASHTRA,TRUE,441108,GOI1,India
392,Hub PC,10.0656417,76.287835,Approved,COK/HUB,South-2,Cochin,KERALA,TRUE,682000,CHE,India
370,Hub PC,22.3588984,73.2281225,Approved,BDQ/HUB,West,VADODARA,GUJARAT,TRUE,390019,ARD1,India
378,Hub,28.3124707,76.8189659,Approved,RTO/PTD,North,Delhi NCR,DELHI,TRUE,122503,PAI,India
194,SC,22.4830974,70.0483127,Approved,Jamnagar,West,Jamnagar,GUJARAT,TRUE,361002,JAM,India
368,SC,30.7008252,76.7100577,Approved,Mohali,North,MOHALI,CHANDIGARH,TRUE,160070,MHL,India
337,Hub,12.8928163,77.6453629,Approved,RTO/CHD,South-2,BANGALORE,KARNATAKA,TRUE,560068,KGE,India
142,SC,28.8346438,78.7497612,Approved,MORADABAD,North,Moradabad,UTTAR PRADESH,TRUE,244001,MBD,India
174,SC,19.1793401,77.2872731,Approved,Nanded,West,Nanded,MAHARASHTRA,TRUE,431605,NED,India
4994,Hub,28.61935,77.0246634,Approved,RTO/UTN,North,Delhi NCR,DELHI,TRUE,110078,DWA,India
127,SC,19.2064152,73.1106202,Approved,DKU,West,Mumbai,MAHARASHTRA,TRUE,421301,DOI,India
61,SC,25.3038333,82.9673117,Approved,Varanasi,North,VARANASI,UTTAR PRADESH,TRUE,221103,VNS,India
305,RTO,13.141186,77.8337023,Approved,RTO/CNT,South-2,BANGALORE,KARNATAKA,TRUE,561000,HOE,India
304,Hub PC,13.0737267,77.6081183,Approved,RTO/BRY,South-2,BANGALORE,KARNATAKA,TRUE,560043,JAR1,India
112,SC,19.8902484,75.3303628,Approved,Aurangabad,West,CHHATRAPATI SAMBHAJINAGAR,MAHARASHTRA,TRUE,431001,AUR,India
291,SC,28.6284114,77.3190169,Approved,DEL/IPX,North,New Delhi,DELHI,TRUE,110096,DEL/IPX,India
268,SC,28.618025,77.026,Approved,DEL/DWA,North,Delhi NCR,DELHI,TRUE,110078,DEL/DWA,India
89,SC,19.0805678,73.0066585,Approved,NBM/NBM,West,Mumbai,MAHARASHTRA,TRUE,400703,VAI1,India
261,SC,25.6228754,85.0764911,Approved,PAT/PCK,East,Patna,BIHAR,TRUE,800001,PAT/PCK,India
257,SC,28.6463239,77.2008194,Approved,DEL/JWN,North,New Delhi,DELHI,TRUE,110005,DEL/JWN,India
252,SC,28.5271423,77.4000312,Approved,DEL/MVR,North,Delhi NCR,DELHI,TRUE,201305,DEL/MVR,India
303,Hub,21.20321333,72.888,Approved,SRT/RTO,West,Surat,GUJARAT,TRUE,394325,PPA,India
236,SC,23.6243607,86.1899177,Approved,BOKARO,East,Bokaro,JHARKHAND,TRUE,827001,BOK,India
235,SC,22.3067032,87.2952912,Approved,Kharagpur,East,Kharagpur,WEST BENGAL,TRUE,721306,KGP,India
225,SC,18.4600561,73.8884305,Approved,PNQ/HDP,West,PUNE,MAHARASHTRA,TRUE,411048,PNQ/HDP,India
226,SC,26.9740079,75.7749067,Approved,JAI/VKI,North,Jaipur,RAJASTHAN,TRUE,302039,VKI2,India
276,SC,18.5508116,73.9290206,Approved,PNQ/KHD,West,PUNE,MAHARASHTRA,TRUE,411014,VSI1,India
4781,Hub,28.7566902,77.1597742,Approved,RTO/SWP,North,Delhi NCR,DELHI,TRUE,110042,BAI,India
213,Hub PC,26.8475286,75.6361923,Approved,JAI/HUB,North,Jaipur,RAJASTHAN,TRUE,302000,SAA,India
210,Hub,22.9489017,72.4828883,Approved,AMD/HUB,West,Ahmedabad,GUJARAT,TRUE,382405,SCL1,India
199,SC,28.5653351,77.1858686,Approved,DEL/RKP,North,New Delhi,DELHI,TRUE,110066,DEL/RKP,India
455,Hub PC,30.8838265,75.9052681,Approved,PCK/LUD,North,Ludhiana,PUNJAB,TRUE,141010,FPT1,India
1995,Hub PC,18.4664097,79.1107703,Approved,KRM/HUB,South-1,Karimnagar,TELANGANA,TRUE,505001,SNR,India
185,SC,25.3493167,74.6201986,Approved,Bhilwara,North,Bhilwara,RAJASTHAN,TRUE,311001,BLW,India
179,SC,20.9277867,77.754795,Approved,Amravati,Central,AMRAVATI,MAHARASHTRA,TRUE,444601,AMV,India
178,Hub PC,28.514859,77.2958927,Approved,DEL/OKH,North,New Delhi,DELHI,TRUE,110044,OKA,India
6475,SC,24.0987491,88.2623001,Approved,BPC/HUB,East,Murshidabad,WEST BENGAL,TRUE,742101,BPC/HUB,India
283,Hub,28.678025,77.3398433,Approved,RTO/EDL,North,Ghaziabad,UTTAR PRADESH,TRUE,201005,GAD,India
62,SC,28.5148022,77.2956961,Approved,DEL/SDE,North,Delhi NCR,DELHI,TRUE,110044,OKA2,India
